№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
822;U+1F3CA U+1F3FB;🏊🏻;—;;;;;—;;;;—;—;—;—;person swimming: light skin tone;2015ˣ;light skin tone | swim
823;U+1F3CA U+1F3FC;🏊🏼;—;;;;;—;;;;—;—;—;—;person swimming: medium-light skin tone;2015ˣ;medium-light skin tone | swim
824;U+1F3CA U+1F3FD;🏊🏽;—;;;;;—;;;;—;—;—;—;person swimming: medium skin tone;2015ˣ;medium skin tone | swim
825;U+1F3CA U+1F3FE;🏊🏾;—;;;;;—;;;;—;—;—;—;person swimming: medium-dark skin tone;2015ˣ;medium-dark skin tone | swim
826;U+1F3CA U+1F3FF;🏊🏿;—;;;;;—;;;;—;—;—;—;person swimming: dark skin tone;2015ˣ;dark skin tone | swim
827;U+1F3CA U+200D U+2642 U+FE0F;🏊‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming;2010ˣ;man | swim
828;U+1F3CA U+1F3FB U+200D U+2642 U+FE0F;🏊🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming: light skin tone;2015ˣ;light skin tone | man | swim
829;U+1F3CA U+1F3FC U+200D U+2642 U+FE0F;🏊🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming: medium-light skin tone;2015ˣ;man | medium-light skin tone | swim
830;U+1F3CA U+1F3FD U+200D U+2642 U+FE0F;🏊🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming: medium skin tone;2015ˣ;man | medium skin tone | swim
831;U+1F3CA U+1F3FE U+200D U+2642 U+FE0F;🏊🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming: medium-dark skin tone;2015ˣ;man | medium-dark skin tone | swim
832;U+1F3CA U+1F3FF U+200D U+2642 U+FE0F;🏊🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man swimming: dark skin tone;2015ˣ;dark skin tone | man | swim
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
833;U+1F3CA U+200D U+2640 U+FE0F;🏊‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming;2010ˣ;swim | woman
834;U+1F3CA U+1F3FB U+200D U+2640 U+FE0F;🏊🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming: light skin tone;2015ˣ;light skin tone | swim | woman
835;U+1F3CA U+1F3FC U+200D U+2640 U+FE0F;🏊🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming: medium-light skin tone;2015ˣ;medium-light skin tone | swim | woman
836;U+1F3CA U+1F3FD U+200D U+2640 U+FE0F;🏊🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming: medium skin tone;2015ˣ;medium skin tone | swim | woman
837;U+1F3CA U+1F3FE U+200D U+2640 U+FE0F;🏊🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming: medium-dark skin tone;2015ˣ;medium-dark skin tone | swim | woman
838;U+1F3CA U+1F3FF U+200D U+2640 U+FE0F;🏊🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman swimming: dark skin tone;2015ˣ;dark skin tone | swim | woman
839;U+26F9;⛹;;;;;;;—;;;—;—;—;—;person bouncing ball;2009ª;ball
840;U+26F9 U+1F3FB;⛹🏻;—;;;;;;—;;;—;—;—;—;person bouncing ball: light skin tone;2015ˣ;ball | light skin tone
841;U+26F9 U+1F3FC;⛹🏼;—;;;;;;—;;;—;—;—;—;person bouncing ball: medium-light skin tone;2015ˣ;ball | medium-light skin tone
842;U+26F9 U+1F3FD;⛹🏽;—;;;;;;—;;;—;—;—;—;person bouncing ball: medium skin tone;2015ˣ;ball | medium skin tone
843;U+26F9 U+1F3FE;⛹🏾;—;;;;;;—;;;—;—;—;—;person bouncing ball: medium-dark skin tone;2015ˣ;ball | medium-dark skin tone
844;U+26F9 U+1F3FF;⛹🏿;—;;;;;;—;;;—;—;—;—;person bouncing ball: dark skin tone;2015ˣ;ball | dark skin tone
845;U+26F9 U+FE0F U+200D U+2642 U+FE0F;⛹️‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball;2009ˣ;ball | man
846;U+26F9 U+1F3FB U+200D U+2642 U+FE0F;⛹🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball: light skin tone;2015ˣ;ball | light skin tone | man
847;U+26F9 U+1F3FC U+200D U+2642 U+FE0F;⛹🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball: medium-light skin tone;2015ˣ;ball | man | medium-light skin tone
848;U+26F9 U+1F3FD U+200D U+2642 U+FE0F;⛹🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball: medium skin tone;2015ˣ;ball | man | medium skin tone
849;U+26F9 U+1F3FE U+200D U+2642 U+FE0F;⛹🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball: medium-dark skin tone;2015ˣ;ball | man | medium-dark skin tone
850;U+26F9 U+1F3FF U+200D U+2642 U+FE0F;⛹🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bouncing ball: dark skin tone;2015ˣ;ball | dark skin tone | man
851;U+26F9 U+FE0F U+200D U+2640 U+FE0F;⛹️‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball;2009ˣ;ball | woman
852;U+26F9 U+1F3FB U+200D U+2640 U+FE0F;⛹🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball: light skin tone;2015ˣ;ball | light skin tone | woman
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
853;U+26F9 U+1F3FC U+200D U+2640 U+FE0F;⛹🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball: medium-light skin tone;2015ˣ;ball | medium-light skin tone | woman
854;U+26F9 U+1F3FD U+200D U+2640 U+FE0F;⛹🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball: medium skin tone;2015ˣ;ball | medium skin tone | woman
855;U+26F9 U+1F3FE U+200D U+2640 U+FE0F;⛹🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball: medium-dark skin tone;2015ˣ;ball | medium-dark skin tone | woman
856;U+26F9 U+1F3FF U+200D U+2640 U+FE0F;⛹🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bouncing ball: dark skin tone;2015ˣ;ball | dark skin tone | woman
857;U+1F3CB;🏋;;;;;;—;—;;;—;—;—;—;person lifting weights;2014ʷ;lifter | weight
858;U+1F3CB U+1F3FB;🏋🏻;—;;;;;—;—;;;—;—;—;—;person lifting weights: light skin tone;2015ˣ;lifter | light skin tone | weight
859;U+1F3CB U+1F3FC;🏋🏼;—;;;;;—;—;;;—;—;—;—;person lifting weights: medium-light skin tone;2015ˣ;lifter | medium-light skin tone | weight
860;U+1F3CB U+1F3FD;🏋🏽;—;;;;;—;—;;;—;—;—;—;person lifting weights: medium skin tone;2015ˣ;lifter | medium skin tone | weight
861;U+1F3CB U+1F3FE;🏋🏾;—;;;;;—;—;;;—;—;—;—;person lifting weights: medium-dark skin tone;2015ˣ;lifter | medium-dark skin tone | weight
862;U+1F3CB U+1F3FF;🏋🏿;—;;;;;—;—;;;—;—;—;—;person lifting weights: dark skin tone;2015ˣ;dark skin tone | lifter | weight
863;U+1F3CB U+FE0F U+200D U+2642 U+FE0F;🏋️‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights;2014ˣ;man | weight lifter
864;U+1F3CB U+1F3FB U+200D U+2642 U+FE0F;🏋🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights: light skin tone;2015ˣ;light skin tone | man | weight lifter
865;U+1F3CB U+1F3FC U+200D U+2642 U+FE0F;🏋🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights: medium-light skin tone;2015ˣ;man | medium-light skin tone | weight lifter
866;U+1F3CB U+1F3FD U+200D U+2642 U+FE0F;🏋🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights: medium skin tone;2015ˣ;man | medium skin tone | weight lifter
867;U+1F3CB U+1F3FE U+200D U+2642 U+FE0F;🏋🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights: medium-dark skin tone;2015ˣ;man | medium-dark skin tone | weight lifter
868;U+1F3CB U+1F3FF U+200D U+2642 U+FE0F;🏋🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man lifting weights: dark skin tone;2015ˣ;dark skin tone | man | weight lifter
869;U+1F3CB U+FE0F U+200D U+2640 U+FE0F;🏋️‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights;2014ˣ;weight lifter | woman
870;U+1F3CB U+1F3FB U+200D U+2640 U+FE0F;🏋🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights: light skin tone;2015ˣ;light skin tone | weight lifter | woman
871;U+1F3CB U+1F3FC U+200D U+2640 U+FE0F;🏋🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights: medium-light skin tone;2015ˣ;medium-light skin tone | weight lifter | woman
872;U+1F3CB U+1F3FD U+200D U+2640 U+FE0F;🏋🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights: medium skin tone;2015ˣ;medium skin tone | weight lifter | woman
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
873;U+1F3CB U+1F3FE U+200D U+2640 U+FE0F;🏋🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights: medium-dark skin tone;2015ˣ;medium-dark skin tone | weight lifter | woman
874;U+1F3CB U+1F3FF U+200D U+2640 U+FE0F;🏋🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman lifting weights: dark skin tone;2015ˣ;dark skin tone | weight lifter | woman
875;U+1F6B4;🚴;;;;;;;;;;—;—;—;—;person biking;2010ˣ;bicycle | biking | cyclist
876;U+1F6B4 U+1F3FB;🚴🏻;—;;;;;;;;;—;—;—;—;person biking: light skin tone;2015ˣ;bicycle | biking | cyclist | light skin tone
877;U+1F6B4 U+1F3FC;🚴🏼;—;;;;;;;;;—;—;—;—;person biking: medium-light skin tone;2015ˣ;bicycle | biking | cyclist | medium-light skin tone
878;U+1F6B4 U+1F3FD;🚴🏽;—;;;;;;;;;—;—;—;—;person biking: medium skin tone;2015ˣ;bicycle | biking | cyclist | medium skin tone
879;U+1F6B4 U+1F3FE;🚴🏾;—;;;;;;;;;—;—;—;—;person biking: medium-dark skin tone;2015ˣ;bicycle | biking | cyclist | medium-dark skin tone
880;U+1F6B4 U+1F3FF;🚴🏿;—;;;;;;;;;—;—;—;—;person biking: dark skin tone;2015ˣ;bicycle | biking | cyclist | dark skin tone
881;U+1F6B4 U+200D U+2642 U+FE0F;🚴‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking;2010ˣ;bicycle | biking | cyclist | man
882;U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F;🚴🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking: light skin tone;2015ˣ;bicycle | biking | cyclist | light skin tone | man
883;U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F;🚴🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking: medium-light skin tone;2015ˣ;bicycle | biking | cyclist | man | medium-light skin tone
884;U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F;🚴🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking: medium skin tone;2015ˣ;bicycle | biking | cyclist | man | medium skin tone
885;U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F;🚴🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking: medium-dark skin tone;2015ˣ;bicycle | biking | cyclist | man | medium-dark skin tone
886;U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F;🚴🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man biking: dark skin tone;2015ˣ;bicycle | biking | cyclist | dark skin tone | man
887;U+1F6B4 U+200D U+2640 U+FE0F;🚴‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking;2010ˣ;bicycle | biking | cyclist | woman
888;U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F;🚴🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking: light skin tone;2015ˣ;bicycle | biking | cyclist | light skin tone | woman
889;U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F;🚴🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking: medium-light skin tone;2015ˣ;bicycle | biking | cyclist | medium-light skin tone | woman
890;U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F;🚴🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking: medium skin tone;2015ˣ;bicycle | biking | cyclist | medium skin tone | woman
891;U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F;🚴🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking: medium-dark skin tone;2015ˣ;bicycle | biking | cyclist | medium-dark skin tone | woman
892;U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F;🚴🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman biking: dark skin tone;2015ˣ;bicycle | biking | cyclist | dark skin tone | woman
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
893;U+1F6B5;🚵;;;;;;—;;;;—;—;—;—;person mountain biking;2010ˣ;bicycle | bicyclist | bike | cyclist | mountain
894;U+1F6B5 U+1F3FB;🚵🏻;—;;;;;—;;;;—;—;—;—;person mountain biking: light skin tone;2015ˣ;bicycle | bicyclist | bike | cyclist | light skin tone | mountain
895;U+1F6B5 U+1F3FC;🚵🏼;—;;;;;—;;;;—;—;—;—;person mountain biking: medium-light skin tone;2015ˣ;bicycle | bicyclist | bike | cyclist | medium-light skin tone | mountain
896;U+1F6B5 U+1F3FD;🚵🏽;—;;;;;—;;;;—;—;—;—;person mountain biking: medium skin tone;2015ˣ;bicycle | bicyclist | bike | cyclist | medium skin tone | mountain
897;U+1F6B5 U+1F3FE;🚵🏾;—;;;;;—;;;;—;—;—;—;person mountain biking: medium-dark skin tone;2015ˣ;bicycle | bicyclist | bike | cyclist | medium-dark skin tone | mountain
898;U+1F6B5 U+1F3FF;🚵🏿;—;;;;;—;;;;—;—;—;—;person mountain biking: dark skin tone;2015ˣ;bicycle | bicyclist | bike | cyclist | dark skin tone | mountain
899;U+1F6B5 U+200D U+2642 U+FE0F;🚵‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking;2010ˣ;bicycle | bike | cyclist | man | mountain
900;U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F;🚵🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking: light skin tone;2015ˣ;bicycle | bike | cyclist | light skin tone | man | mountain
901;U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F;🚵🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking: medium-light skin tone;2015ˣ;bicycle | bike | cyclist | man | medium-light skin tone | mountain
902;U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F;🚵🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking: medium skin tone;2015ˣ;bicycle | bike | cyclist | man | medium skin tone | mountain
903;U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F;🚵🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking: medium-dark skin tone;2015ˣ;bicycle | bike | cyclist | man | medium-dark skin tone | mountain
904;U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F;🚵🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man mountain biking: dark skin tone;2015ˣ;bicycle | bike | cyclist | dark skin tone | man | mountain
905;U+1F6B5 U+200D U+2640 U+FE0F;🚵‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking;2010ˣ;bicycle | bike | biking | cyclist | mountain | woman
906;U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F;🚵🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking: light skin tone;2015ˣ;bicycle | bike | biking | cyclist | light skin tone | mountain | woman
907;U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F;🚵🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking: medium-light skin tone;2015ˣ;bicycle | bike | biking | cyclist | medium-light skin tone | mountain | woman
908;U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F;🚵🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking: medium skin tone;2015ˣ;bicycle | bike | biking | cyclist | medium skin tone | mountain | woman
909;U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F;🚵🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking: medium-dark skin tone;2015ˣ;bicycle | bike | biking | cyclist | medium-dark skin tone | mountain | woman
910;U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F;🚵🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman mountain biking: dark skin tone;2015ˣ;bicycle | bike | biking | cyclist | dark skin tone | mountain | woman
911;U+1F3CE;🏎;;;;;;;—;;;—;—;—;—;racing car;2014ʷ;car | racing
912;U+1F3CD;🏍;;;;;;—;—;;;—;—;—;—;motorcycle;2014ʷ;racing
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
913;U+1F938;🤸;;;;;;—;—;;;—;—;—;—;person cartwheeling;2016ˣ;cartwheel | gymnastics
914;U+1F938 U+1F3FB;🤸🏻;—;;;;;—;—;;;—;—;—;—;person cartwheeling: light skin tone;2016ˣ;cartwheel | gymnastics | light skin tone
915;U+1F938 U+1F3FC;🤸🏼;—;;;;;—;—;;;—;—;—;—;person cartwheeling: medium-light skin tone;2016ˣ;cartwheel | gymnastics | medium-light skin tone
916;U+1F938 U+1F3FD;🤸🏽;—;;;;;—;—;;;—;—;—;—;person cartwheeling: medium skin tone;2016ˣ;cartwheel | gymnastics | medium skin tone
917;U+1F938 U+1F3FE;🤸🏾;—;;;;;—;—;;;—;—;—;—;person cartwheeling: medium-dark skin tone;2016ˣ;cartwheel | gymnastics | medium-dark skin tone
918;U+1F938 U+1F3FF;🤸🏿;—;;;;;—;—;;;—;—;—;—;person cartwheeling: dark skin tone;2016ˣ;cartwheel | dark skin tone | gymnastics
919;U+1F938 U+200D U+2642 U+FE0F;🤸‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling;2016ˣ;cartwheel | gymnastics | man
920;U+1F938 U+1F3FB U+200D U+2642 U+FE0F;🤸🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling: light skin tone;2016ˣ;cartwheel | gymnastics | light skin tone | man
921;U+1F938 U+1F3FC U+200D U+2642 U+FE0F;🤸🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling: medium-light skin tone;2016ˣ;cartwheel | gymnastics | man | medium-light skin tone
922;U+1F938 U+1F3FD U+200D U+2642 U+FE0F;🤸🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling: medium skin tone;2016ˣ;cartwheel | gymnastics | man | medium skin tone
923;U+1F938 U+1F3FE U+200D U+2642 U+FE0F;🤸🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling: medium-dark skin tone;2016ˣ;cartwheel | gymnastics | man | medium-dark skin tone
924;U+1F938 U+1F3FF U+200D U+2642 U+FE0F;🤸🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man cartwheeling: dark skin tone;2016ˣ;cartwheel | dark skin tone | gymnastics | man
925;U+1F938 U+200D U+2640 U+FE0F;🤸‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling;2016ˣ;cartwheel | gymnastics | woman
926;U+1F938 U+1F3FB U+200D U+2640 U+FE0F;🤸🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling: light skin tone;2016ˣ;cartwheel | gymnastics | light skin tone | woman
927;U+1F938 U+1F3FC U+200D U+2640 U+FE0F;🤸🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling: medium-light skin tone;2016ˣ;cartwheel | gymnastics | medium-light skin tone | woman
928;U+1F938 U+1F3FD U+200D U+2640 U+FE0F;🤸🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling: medium skin tone;2016ˣ;cartwheel | gymnastics | medium skin tone | woman
929;U+1F938 U+1F3FE U+200D U+2640 U+FE0F;🤸🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling: medium-dark skin tone;2016ˣ;cartwheel | gymnastics | medium-dark skin tone | woman
930;U+1F938 U+1F3FF U+200D U+2640 U+FE0F;🤸🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman cartwheeling: dark skin tone;2016ˣ;cartwheel | dark skin tone | gymnastics | woman
931;U+1F93C;🤼;;;;;;—;—;;;—;—;—;—;people wrestling;2016ˣ;wrestle | wrestler
932;U+1F93C U+200D U+2642 U+FE0F;🤼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;men wrestling;2016ˣ;men | wrestle
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
933;U+1F93C U+200D U+2640 U+FE0F;🤼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;women wrestling;2016ˣ;women | wrestle
934;U+1F93D;🤽;;;;;;—;—;;;—;—;—;—;person playing water polo;2016ˣ;polo | water
935;U+1F93D U+1F3FB;🤽🏻;—;;;;;—;—;;;—;—;—;—;person playing water polo: light skin tone;2016ˣ;light skin tone | polo | water
936;U+1F93D U+1F3FC;🤽🏼;—;;;;;—;—;;;—;—;—;—;person playing water polo: medium-light skin tone;2016ˣ;medium-light skin tone | polo | water
937;U+1F93D U+1F3FD;🤽🏽;—;;;;;—;—;;;—;—;—;—;person playing water polo: medium skin tone;2016ˣ;medium skin tone | polo | water
938;U+1F93D U+1F3FE;🤽🏾;—;;;;;—;—;;;—;—;—;—;person playing water polo: medium-dark skin tone;2016ˣ;medium-dark skin tone | polo | water
939;U+1F93D U+1F3FF;🤽🏿;—;;;;;—;—;;;—;—;—;—;person playing water polo: dark skin tone;2016ˣ;dark skin tone | polo | water
940;U+1F93D U+200D U+2642 U+FE0F;🤽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo;2016ˣ;man | water polo
941;U+1F93D U+1F3FB U+200D U+2642 U+FE0F;🤽🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo: light skin tone;2016ˣ;light skin tone | man | water polo
942;U+1F93D U+1F3FC U+200D U+2642 U+FE0F;🤽🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo: medium-light skin tone;2016ˣ;man | medium-light skin tone | water polo
943;U+1F93D U+1F3FD U+200D U+2642 U+FE0F;🤽🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo: medium skin tone;2016ˣ;man | medium skin tone | water polo
944;U+1F93D U+1F3FE U+200D U+2642 U+FE0F;🤽🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo: medium-dark skin tone;2016ˣ;man | medium-dark skin tone | water polo
945;U+1F93D U+1F3FF U+200D U+2642 U+FE0F;🤽🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing water polo: dark skin tone;2016ˣ;dark skin tone | man | water polo
946;U+1F93D U+200D U+2640 U+FE0F;🤽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo;2016ˣ;water polo | woman
947;U+1F93D U+1F3FB U+200D U+2640 U+FE0F;🤽🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo: light skin tone;2016ˣ;light skin tone | water polo | woman
948;U+1F93D U+1F3FC U+200D U+2640 U+FE0F;🤽🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo: medium-light skin tone;2016ˣ;medium-light skin tone | water polo | woman
949;U+1F93D U+1F3FD U+200D U+2640 U+FE0F;🤽🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo: medium skin tone;2016ˣ;medium skin tone | water polo | woman
950;U+1F93D U+1F3FE U+200D U+2640 U+FE0F;🤽🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo: medium-dark skin tone;2016ˣ;medium-dark skin tone | water polo | woman
951;U+1F93D U+1F3FF U+200D U+2640 U+FE0F;🤽🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing water polo: dark skin tone;2016ˣ;dark skin tone | water polo | woman
952;U+1F93E;🤾;;;;;;—;—;;;—;—;—;—;person playing handball;2016ˣ;ball | handball
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
953;U+1F93E U+1F3FB;🤾🏻;—;;;;;—;—;;;—;—;—;—;person playing handball: light skin tone;2016ˣ;ball | handball | light skin tone
954;U+1F93E U+1F3FC;🤾🏼;—;;;;;—;—;;;—;—;—;—;person playing handball: medium-light skin tone;2016ˣ;ball | handball | medium-light skin tone
955;U+1F93E U+1F3FD;🤾🏽;—;;;;;—;—;;;—;—;—;—;person playing handball: medium skin tone;2016ˣ;ball | handball | medium skin tone
956;U+1F93E U+1F3FE;🤾🏾;—;;;;;—;—;;;—;—;—;—;person playing handball: medium-dark skin tone;2016ˣ;ball | handball | medium-dark skin tone
957;U+1F93E U+1F3FF;🤾🏿;—;;;;;—;—;;;—;—;—;—;person playing handball: dark skin tone;2016ˣ;ball | dark skin tone | handball
958;U+1F93E U+200D U+2642 U+FE0F;🤾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball;2016ˣ;handball | man
959;U+1F93E U+1F3FB U+200D U+2642 U+FE0F;🤾🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball: light skin tone;2016ˣ;handball | light skin tone | man
960;U+1F93E U+1F3FC U+200D U+2642 U+FE0F;🤾🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball: medium-light skin tone;2016ˣ;handball | man | medium-light skin tone
961;U+1F93E U+1F3FD U+200D U+2642 U+FE0F;🤾🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball: medium skin tone;2016ˣ;handball | man | medium skin tone
962;U+1F93E U+1F3FE U+200D U+2642 U+FE0F;🤾🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball: medium-dark skin tone;2016ˣ;handball | man | medium-dark skin tone
963;U+1F93E U+1F3FF U+200D U+2642 U+FE0F;🤾🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man playing handball: dark skin tone;2016ˣ;dark skin tone | handball | man
964;U+1F93E U+200D U+2640 U+FE0F;🤾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman playing handball;2016ˣ;handball | woman
