№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
473;U+1F470 U+1F3FC;👰🏼;—;;;;;;;;;—;—;—;—;bride with veil: medium-light skin tone;2015ˣ;bride | medium-light skin tone | veil | wedding
474;U+1F470 U+1F3FD;👰🏽;—;;;;;;;;;—;—;—;—;bride with veil: medium skin tone;2015ˣ;bride | medium skin tone | veil | wedding
475;U+1F470 U+1F3FE;👰🏾;—;;;;;;;;;—;—;—;—;bride with veil: medium-dark skin tone;2015ˣ;bride | medium-dark skin tone | veil | wedding
476;U+1F470 U+1F3FF;👰🏿;—;;;;;;;;;—;—;—;—;bride with veil: dark skin tone;2015ˣ;bride | dark skin tone | veil | wedding
477;U+1F935;🤵;;;;;;—;—;;;—;—;—;—;man in tuxedo;2016ˣ;groom | man | tuxedo
478;U+1F935 U+1F3FB;🤵🏻;—;;;;;—;—;;;—;—;—;—;man in tuxedo: light skin tone;2016ˣ;groom | light skin tone | man | tuxedo
479;U+1F935 U+1F3FC;🤵🏼;—;;;;;—;—;;;—;—;—;—;man in tuxedo: medium-light skin tone;2016ˣ;groom | man | medium-light skin tone | tuxedo
480;U+1F935 U+1F3FD;🤵🏽;—;;;;;—;—;;;—;—;—;—;man in tuxedo: medium skin tone;2016ˣ;groom | man | medium skin tone | tuxedo
481;U+1F935 U+1F3FE;🤵🏾;—;;;;;—;—;;;—;—;—;—;man in tuxedo: medium-dark skin tone;2016ˣ;groom | man | medium-dark skin tone | tuxedo
482;U+1F935 U+1F3FF;🤵🏿;—;;;;;—;—;;;—;—;—;—;man in tuxedo: dark skin tone;2016ˣ;dark skin tone | groom | man | tuxedo
483;U+1F930;🤰;;;;;;—;—;;;—;—;—;—;pregnant woman;2016ˣ;pregnant | woman
484;U+1F930 U+1F3FB;🤰🏻;—;;;;;—;—;;;—;—;—;—;pregnant woman: light skin tone;2016ˣ;light skin tone | pregnant | woman
485;U+1F930 U+1F3FC;🤰🏼;—;;;;;—;—;;;—;—;—;—;pregnant woman: medium-light skin tone;2016ˣ;medium-light skin tone | pregnant | woman
486;U+1F930 U+1F3FD;🤰🏽;—;;;;;—;—;;;—;—;—;—;pregnant woman: medium skin tone;2016ˣ;medium skin tone | pregnant | woman
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
487;U+1F930 U+1F3FE;🤰🏾;—;;;;;—;—;;;—;—;—;—;pregnant woman: medium-dark skin tone;2016ˣ;medium-dark skin tone | pregnant | woman
488;U+1F930 U+1F3FF;🤰🏿;—;;;;;—;—;;;—;—;—;—;pregnant woman: dark skin tone;2016ˣ;dark skin tone | pregnant | woman
489;U+1F472;👲;;;;;;;;;;;;—;;man with Chinese cap;2010ʲ;gua pi mao | hat | man
490;U+1F472 U+1F3FB;👲🏻;—;;;;;;;;;—;—;—;—;man with Chinese cap: light skin tone;2015ˣ;gua pi mao | hat | light skin tone | man
491;U+1F472 U+1F3FC;👲🏼;—;;;;;;;;;—;—;—;—;man with Chinese cap: medium-light skin tone;2015ˣ;gua pi mao | hat | man | medium-light skin tone
492;U+1F472 U+1F3FD;👲🏽;—;;;;;;;;;—;—;—;—;man with Chinese cap: medium skin tone;2015ˣ;gua pi mao | hat | man | medium skin tone
493;U+1F472 U+1F3FE;👲🏾;—;;;;;;;;;—;—;—;—;man with Chinese cap: medium-dark skin tone;2015ˣ;gua pi mao | hat | man | medium-dark skin tone
494;U+1F472 U+1F3FF;👲🏿;—;;;;;;;;;—;—;—;—;man with Chinese cap: dark skin tone;2015ˣ;dark skin tone | gua pi mao | hat | man
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
495;U+1F64D;🙍;;;;;;;;;;;—;—;;person frowning;2010ʲ;frown | gesture
496;U+1F64D U+1F3FB;🙍🏻;—;;;;;;;;;—;—;—;—;person frowning: light skin tone;2015ˣ;frown | gesture | light skin tone
497;U+1F64D U+1F3FC;🙍🏼;—;;;;;;;;;—;—;—;—;person frowning: medium-light skin tone;2015ˣ;frown | gesture | medium-light skin tone
498;U+1F64D U+1F3FD;🙍🏽;—;;;;;;;;;—;—;—;—;person frowning: medium skin tone;2015ˣ;frown | gesture | medium skin tone
499;U+1F64D U+1F3FE;🙍🏾;—;;;;;;;;;—;—;—;—;person frowning: medium-dark skin tone;2015ˣ;frown | gesture | medium-dark skin tone
500;U+1F64D U+1F3FF;🙍🏿;—;;;;;;;;;—;—;—;—;person frowning: dark skin tone;2015ˣ;dark skin tone | frown | gesture
501;U+1F64D U+200D U+2642 U+FE0F;🙍‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning;2010ˣ;frowning | gesture | man
502;U+1F64D U+1F3FB U+200D U+2642 U+FE0F;🙍🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning: light skin tone;2015ˣ;frowning | gesture | light skin tone | man
503;U+1F64D U+1F3FC U+200D U+2642 U+FE0F;🙍🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning: medium-light skin tone;2015ˣ;frowning | gesture | man | medium-light skin tone
504;U+1F64D U+1F3FD U+200D U+2642 U+FE0F;🙍🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning: medium skin tone;2015ˣ;frowning | gesture | man | medium skin tone
505;U+1F64D U+1F3FE U+200D U+2642 U+FE0F;🙍🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning: medium-dark skin tone;2015ˣ;frowning | gesture | man | medium-dark skin tone
506;U+1F64D U+1F3FF U+200D U+2642 U+FE0F;🙍🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man frowning: dark skin tone;2015ˣ;dark skin tone | frowning | gesture | man
507;U+1F64D U+200D U+2640 U+FE0F;🙍‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning;2010ˣ;frowning | gesture | woman
508;U+1F64D U+1F3FB U+200D U+2640 U+FE0F;🙍🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning: light skin tone;2015ˣ;frowning | gesture | light skin tone | woman
509;U+1F64D U+1F3FC U+200D U+2640 U+FE0F;🙍🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning: medium-light skin tone;2015ˣ;frowning | gesture | medium-light skin tone | woman
510;U+1F64D U+1F3FD U+200D U+2640 U+FE0F;🙍🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning: medium skin tone;2015ˣ;frowning | gesture | medium skin tone | woman
511;U+1F64D U+1F3FE U+200D U+2640 U+FE0F;🙍🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning: medium-dark skin tone;2015ˣ;frowning | gesture | medium-dark skin tone | woman
512;U+1F64D U+1F3FF U+200D U+2640 U+FE0F;🙍🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman frowning: dark skin tone;2015ˣ;dark skin tone | frowning | gesture | woman
513;U+1F64E;🙎;;;;;;;;;;;—;—;;person pouting;2010ʲ;gesture | pouting
514;U+1F64E U+1F3FB;🙎🏻;—;;;;;;;;;—;—;—;—;person pouting: light skin tone;2015ˣ;gesture | light skin tone | pouting
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
515;U+1F64E U+1F3FC;🙎🏼;—;;;;;;;;;—;—;—;—;person pouting: medium-light skin tone;2015ˣ;gesture | medium-light skin tone | pouting
516;U+1F64E U+1F3FD;🙎🏽;—;;;;;;;;;—;—;—;—;person pouting: medium skin tone;2015ˣ;gesture | medium skin tone | pouting
517;U+1F64E U+1F3FE;🙎🏾;—;;;;;;;;;—;—;—;—;person pouting: medium-dark skin tone;2015ˣ;gesture | medium-dark skin tone | pouting
518;U+1F64E U+1F3FF;🙎🏿;—;;;;;;;;;—;—;—;—;person pouting: dark skin tone;2015ˣ;dark skin tone | gesture | pouting
519;U+1F64E U+200D U+2642 U+FE0F;🙎‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting;2010ˣ;gesture | man | pouting
520;U+1F64E U+1F3FB U+200D U+2642 U+FE0F;🙎🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting: light skin tone;2015ˣ;gesture | light skin tone | man | pouting
521;U+1F64E U+1F3FC U+200D U+2642 U+FE0F;🙎🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting: medium-light skin tone;2015ˣ;gesture | man | medium-light skin tone | pouting
522;U+1F64E U+1F3FD U+200D U+2642 U+FE0F;🙎🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting: medium skin tone;2015ˣ;gesture | man | medium skin tone | pouting
523;U+1F64E U+1F3FE U+200D U+2642 U+FE0F;🙎🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting: medium-dark skin tone;2015ˣ;gesture | man | medium-dark skin tone | pouting
524;U+1F64E U+1F3FF U+200D U+2642 U+FE0F;🙎🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man pouting: dark skin tone;2015ˣ;dark skin tone | gesture | man | pouting
525;U+1F64E U+200D U+2640 U+FE0F;🙎‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting;2010ˣ;gesture | pouting | woman
526;U+1F64E U+1F3FB U+200D U+2640 U+FE0F;🙎🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting: light skin tone;2015ˣ;gesture | light skin tone | pouting | woman
527;U+1F64E U+1F3FC U+200D U+2640 U+FE0F;🙎🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting: medium-light skin tone;2015ˣ;gesture | medium-light skin tone | pouting | woman
528;U+1F64E U+1F3FD U+200D U+2640 U+FE0F;🙎🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting: medium skin tone;2015ˣ;gesture | medium skin tone | pouting | woman
529;U+1F64E U+1F3FE U+200D U+2640 U+FE0F;🙎🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting: medium-dark skin tone;2015ˣ;gesture | medium-dark skin tone | pouting | woman
530;U+1F64E U+1F3FF U+200D U+2640 U+FE0F;🙎🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman pouting: dark skin tone;2015ˣ;dark skin tone | gesture | pouting | woman
531;U+1F645;🙅;;;;;;;;;;;;—;;person gesturing NO;2010ʲ;forbidden | gesture | hand | no | not | prohibited
532;U+1F645 U+1F3FB;🙅🏻;—;;;;;;;;;—;—;—;—;person gesturing NO: light skin tone;2015ˣ;forbidden | gesture | hand | light skin tone | no | not | prohibited
533;U+1F645 U+1F3FC;🙅🏼;—;;;;;;;;;—;—;—;—;person gesturing NO: medium-light skin tone;2015ˣ;forbidden | gesture | hand | medium-light skin tone | no | not | prohibited
534;U+1F645 U+1F3FD;🙅🏽;—;;;;;;;;;—;—;—;—;person gesturing NO: medium skin tone;2015ˣ;forbidden | gesture | hand | medium skin tone | no | not | prohibited
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
535;U+1F645 U+1F3FE;🙅🏾;—;;;;;;;;;—;—;—;—;person gesturing NO: medium-dark skin tone;2015ˣ;forbidden | gesture | hand | medium-dark skin tone | no | not | prohibited
536;U+1F645 U+1F3FF;🙅🏿;—;;;;;;;;;—;—;—;—;person gesturing NO: dark skin tone;2015ˣ;dark skin tone | forbidden | gesture | hand | no | not | prohibited
537;U+1F645 U+200D U+2642 U+FE0F;🙅‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO;2010ˣ;forbidden | gesture | hand | man | no | prohibited
538;U+1F645 U+1F3FB U+200D U+2642 U+FE0F;🙅🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO: light skin tone;2015ˣ;forbidden | gesture | hand | light skin tone | man | no | prohibited
539;U+1F645 U+1F3FC U+200D U+2642 U+FE0F;🙅🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO: medium-light skin tone;2015ˣ;forbidden | gesture | hand | man | medium-light skin tone | no | prohibited
540;U+1F645 U+1F3FD U+200D U+2642 U+FE0F;🙅🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO: medium skin tone;2015ˣ;forbidden | gesture | hand | man | medium skin tone | no | prohibited
541;U+1F645 U+1F3FE U+200D U+2642 U+FE0F;🙅🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO: medium-dark skin tone;2015ˣ;forbidden | gesture | hand | man | medium-dark skin tone | no | prohibited
542;U+1F645 U+1F3FF U+200D U+2642 U+FE0F;🙅🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing NO: dark skin tone;2015ˣ;dark skin tone | forbidden | gesture | hand | man | no | prohibited
543;U+1F645 U+200D U+2640 U+FE0F;🙅‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO;2010ˣ;forbidden | gesture | hand | no | prohibited | woman
544;U+1F645 U+1F3FB U+200D U+2640 U+FE0F;🙅🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO: light skin tone;2015ˣ;forbidden | gesture | hand | light skin tone | no | prohibited | woman
545;U+1F645 U+1F3FC U+200D U+2640 U+FE0F;🙅🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO: medium-light skin tone;2015ˣ;forbidden | gesture | hand | medium-light skin tone | no | prohibited | woman
546;U+1F645 U+1F3FD U+200D U+2640 U+FE0F;🙅🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO: medium skin tone;2015ˣ;forbidden | gesture | hand | medium skin tone | no | prohibited | woman
547;U+1F645 U+1F3FE U+200D U+2640 U+FE0F;🙅🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO: medium-dark skin tone;2015ˣ;forbidden | gesture | hand | medium-dark skin tone | no | prohibited | woman
548;U+1F645 U+1F3FF U+200D U+2640 U+FE0F;🙅🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing NO: dark skin tone;2015ˣ;dark skin tone | forbidden | gesture | hand | no | prohibited | woman
549;U+1F646;🙆;;;;;;;;;;;;—;;person gesturing OK;2010ʲ;gesture | hand | OK
550;U+1F646 U+1F3FB;🙆🏻;—;;;;;;;;;—;—;—;—;person gesturing OK: light skin tone;2015ˣ;gesture | hand | light skin tone | OK
551;U+1F646 U+1F3FC;🙆🏼;—;;;;;;;;;—;—;—;—;person gesturing OK: medium-light skin tone;2015ˣ;gesture | hand | medium-light skin tone | OK
552;U+1F646 U+1F3FD;🙆🏽;—;;;;;;;;;—;—;—;—;person gesturing OK: medium skin tone;2015ˣ;gesture | hand | medium skin tone | OK
553;U+1F646 U+1F3FE;🙆🏾;—;;;;;;;;;—;—;—;—;person gesturing OK: medium-dark skin tone;2015ˣ;gesture | hand | medium-dark skin tone | OK
554;U+1F646 U+1F3FF;🙆🏿;—;;;;;;;;;—;—;—;—;person gesturing OK: dark skin tone;2015ˣ;dark skin tone | gesture | hand | OK
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
555;U+1F646 U+200D U+2642 U+FE0F;🙆‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK;2010ˣ;gesture | hand | man | OK
556;U+1F646 U+1F3FB U+200D U+2642 U+FE0F;🙆🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK: light skin tone;2015ˣ;gesture | hand | light skin tone | man | OK
557;U+1F646 U+1F3FC U+200D U+2642 U+FE0F;🙆🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK: medium-light skin tone;2015ˣ;gesture | hand | man | medium-light skin tone | OK
558;U+1F646 U+1F3FD U+200D U+2642 U+FE0F;🙆🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK: medium skin tone;2015ˣ;gesture | hand | man | medium skin tone | OK
559;U+1F646 U+1F3FE U+200D U+2642 U+FE0F;🙆🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK: medium-dark skin tone;2015ˣ;gesture | hand | man | medium-dark skin tone | OK
560;U+1F646 U+1F3FF U+200D U+2642 U+FE0F;🙆🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man gesturing OK: dark skin tone;2015ˣ;dark skin tone | gesture | hand | man | OK
561;U+1F646 U+200D U+2640 U+FE0F;🙆‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK;2010ˣ;gesture | hand | OK | woman
562;U+1F646 U+1F3FB U+200D U+2640 U+FE0F;🙆🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK: light skin tone;2015ˣ;gesture | hand | light skin tone | OK | woman
563;U+1F646 U+1F3FC U+200D U+2640 U+FE0F;🙆🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK: medium-light skin tone;2015ˣ;gesture | hand | medium-light skin tone | OK | woman
564;U+1F646 U+1F3FD U+200D U+2640 U+FE0F;🙆🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK: medium skin tone;2015ˣ;gesture | hand | medium skin tone | OK | woman
565;U+1F646 U+1F3FE U+200D U+2640 U+FE0F;🙆🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK: medium-dark skin tone;2015ˣ;gesture | hand | medium-dark skin tone | OK | woman
566;U+1F646 U+1F3FF U+200D U+2640 U+FE0F;🙆🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman gesturing OK: dark skin tone;2015ˣ;dark skin tone | gesture | hand | OK | woman
567;U+1F481;💁;;;;;;;;;;;;—;—;person tipping hand;2010ʲ;hand | help | information | sassy | tipping
568;U+1F481 U+1F3FB;💁🏻;—;;;;;;;;;—;—;—;—;person tipping hand: light skin tone;2015ˣ;hand | help | information | light skin tone | sassy | tipping
569;U+1F481 U+1F3FC;💁🏼;—;;;;;;;;;—;—;—;—;person tipping hand: medium-light skin tone;2015ˣ;hand | help | information | medium-light skin tone | sassy | tipping
570;U+1F481 U+1F3FD;💁🏽;—;;;;;;;;;—;—;—;—;person tipping hand: medium skin tone;2015ˣ;hand | help | information | medium skin tone | sassy | tipping
571;U+1F481 U+1F3FE;💁🏾;—;;;;;;;;;—;—;—;—;person tipping hand: medium-dark skin tone;2015ˣ;hand | help | information | medium-dark skin tone | sassy | tipping
572;U+1F481 U+1F3FF;💁🏿;—;;;;;;;;;—;—;—;—;person tipping hand: dark skin tone;2015ˣ;dark skin tone | hand | help | information | sassy | tipping
573;U+1F481 U+200D U+2642 U+FE0F;💁‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand;2010ˣ;man | sassy | tipping hand
574;U+1F481 U+1F3FB U+200D U+2642 U+FE0F;💁🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand: light skin tone;2015ˣ;light skin tone | man | sassy | tipping hand
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
575;U+1F481 U+1F3FC U+200D U+2642 U+FE0F;💁🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand: medium-light skin tone;2015ˣ;man | medium-light skin tone | sassy | tipping hand
576;U+1F481 U+1F3FD U+200D U+2642 U+FE0F;💁🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand: medium skin tone;2015ˣ;man | medium skin tone | sassy | tipping hand
577;U+1F481 U+1F3FE U+200D U+2642 U+FE0F;💁🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand: medium-dark skin tone;2015ˣ;man | medium-dark skin tone | sassy | tipping hand
578;U+1F481 U+1F3FF U+200D U+2642 U+FE0F;💁🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man tipping hand: dark skin tone;2015ˣ;dark skin tone | man | sassy | tipping hand
579;U+1F481 U+200D U+2640 U+FE0F;💁‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand;2010ˣ;sassy | tipping hand | woman
580;U+1F481 U+1F3FB U+200D U+2640 U+FE0F;💁🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand: light skin tone;2015ˣ;light skin tone | sassy | tipping hand | woman
581;U+1F481 U+1F3FC U+200D U+2640 U+FE0F;💁🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand: medium-light skin tone;2015ˣ;medium-light skin tone | sassy | tipping hand | woman
582;U+1F481 U+1F3FD U+200D U+2640 U+FE0F;💁🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand: medium skin tone;2015ˣ;medium skin tone | sassy | tipping hand | woman
583;U+1F481 U+1F3FE U+200D U+2640 U+FE0F;💁🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand: medium-dark skin tone;2015ˣ;medium-dark skin tone | sassy | tipping hand | woman
584;U+1F481 U+1F3FF U+200D U+2640 U+FE0F;💁🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman tipping hand: dark skin tone;2015ˣ;dark skin tone | sassy | tipping hand | woman
585;U+1F64B;🙋;;;;;;;;;;;—;—;;person raising hand;2010ʲ;gesture | hand | happy | raised
586;U+1F64B U+1F3FB;🙋🏻;—;;;;;;;;;—;—;—;—;person raising hand: light skin tone;2015ˣ;gesture | hand | happy | light skin tone | raised
587;U+1F64B U+1F3FC;🙋🏼;—;;;;;;;;;—;—;—;—;person raising hand: medium-light skin tone;2015ˣ;gesture | hand | happy | medium-light skin tone | raised
588;U+1F64B U+1F3FD;🙋🏽;—;;;;;;;;;—;—;—;—;person raising hand: medium skin tone;2015ˣ;gesture | hand | happy | medium skin tone | raised
589;U+1F64B U+1F3FE;🙋🏾;—;;;;;;;;;—;—;—;—;person raising hand: medium-dark skin tone;2015ˣ;gesture | hand | happy | medium-dark skin tone | raised
590;U+1F64B U+1F3FF;🙋🏿;—;;;;;;;;;—;—;—;—;person raising hand: dark skin tone;2015ˣ;dark skin tone | gesture | hand | happy | raised
591;U+1F64B U+200D U+2642 U+FE0F;🙋‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand;2010ˣ;gesture | man | raising hand
592;U+1F64B U+1F3FB U+200D U+2642 U+FE0F;🙋🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand: light skin tone;2015ˣ;gesture | light skin tone | man | raising hand
593;U+1F64B U+1F3FC U+200D U+2642 U+FE0F;🙋🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand: medium-light skin tone;2015ˣ;gesture | man | medium-light skin tone | raising hand
594;U+1F64B U+1F3FD U+200D U+2642 U+FE0F;🙋🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand: medium skin tone;2015ˣ;gesture | man | medium skin tone | raising hand
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
595;U+1F64B U+1F3FE U+200D U+2642 U+FE0F;🙋🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand: medium-dark skin tone;2015ˣ;gesture | man | medium-dark skin tone | raising hand
596;U+1F64B U+1F3FF U+200D U+2642 U+FE0F;🙋🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man raising hand: dark skin tone;2015ˣ;dark skin tone | gesture | man | raising hand
597;U+1F64B U+200D U+2640 U+FE0F;🙋‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand;2010ˣ;gesture | raising hand | woman
598;U+1F64B U+1F3FB U+200D U+2640 U+FE0F;🙋🏻‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand: light skin tone;2015ˣ;gesture | light skin tone | raising hand | woman
599;U+1F64B U+1F3FC U+200D U+2640 U+FE0F;🙋🏼‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand: medium-light skin tone;2015ˣ;gesture | medium-light skin tone | raising hand | woman
600;U+1F64B U+1F3FD U+200D U+2640 U+FE0F;🙋🏽‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand: medium skin tone;2015ˣ;gesture | medium skin tone | raising hand | woman
601;U+1F64B U+1F3FE U+200D U+2640 U+FE0F;🙋🏾‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand: medium-dark skin tone;2015ˣ;gesture | medium-dark skin tone | raising hand | woman
602;U+1F64B U+1F3FF U+200D U+2640 U+FE0F;🙋🏿‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman raising hand: dark skin tone;2015ˣ;dark skin tone | gesture | raising hand | woman
603;U+1F647;🙇;;;;;;—;;;;;;—;;person bowing;2010ʲ;apology | bow | gesture | sorry
604;U+1F647 U+1F3FB;🙇🏻;—;;;;;—;;;;—;—;—;—;person bowing: light skin tone;2015ˣ;apology | bow | gesture | light skin tone | sorry
605;U+1F647 U+1F3FC;🙇🏼;—;;;;;—;;;;—;—;—;—;person bowing: medium-light skin tone;2015ˣ;apology | bow | gesture | medium-light skin tone | sorry
606;U+1F647 U+1F3FD;🙇🏽;—;;;;;—;;;;—;—;—;—;person bowing: medium skin tone;2015ˣ;apology | bow | gesture | medium skin tone | sorry
607;U+1F647 U+1F3FE;🙇🏾;—;;;;;—;;;;—;—;—;—;person bowing: medium-dark skin tone;2015ˣ;apology | bow | gesture | medium-dark skin tone | sorry
608;U+1F647 U+1F3FF;🙇🏿;—;;;;;—;;;;—;—;—;—;person bowing: dark skin tone;2015ˣ;apology | bow | dark skin tone | gesture | sorry
609;U+1F647 U+200D U+2642 U+FE0F;🙇‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing;2010ˣ;apology | bowing | favor | gesture | man | sorry
610;U+1F647 U+1F3FB U+200D U+2642 U+FE0F;🙇🏻‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing: light skin tone;2015ˣ;apology | bowing | favor | gesture | light skin tone | man | sorry
611;U+1F647 U+1F3FC U+200D U+2642 U+FE0F;🙇🏼‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing: medium-light skin tone;2015ˣ;apology | bowing | favor | gesture | man | medium-light skin tone | sorry
612;U+1F647 U+1F3FD U+200D U+2642 U+FE0F;🙇🏽‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing: medium skin tone;2015ˣ;apology | bowing | favor | gesture | man | medium skin tone | sorry
613;U+1F647 U+1F3FE U+200D U+2642 U+FE0F;🙇🏾‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing: medium-dark skin tone;2015ˣ;apology | bowing | favor | gesture | man | medium-dark skin tone | sorry
614;U+1F647 U+1F3FF U+200D U+2642 U+FE0F;🙇🏿‍♂️;—;;;;—;—;—;—;—;—;—;—;—;man bowing: dark skin tone;2015ˣ;apology | bowing | dark skin tone | favor | gesture | man | sorry
№;Code;Brow.;Chart;Applᵈ;Goog;Twtr.;One;FB;FBM;Sams.;Wind.;GMail;SB;DCM;KDDI;Name;Date;Keywords
615;U+1F647 U+200D U+2640 U+FE0F;🙇‍♀️;—;;;;—;—;—;—;—;—;—;—;—;woman bowing;2010ˣ;apology | bowing | favor | gesture | sorry | woman
